1839	188418	"Williams, Marvin C., Lichtwardt, Robert W., White, M. M. & Misra, J. K."	"Robert W. Lichtwardt"	"Robert "	"Lichtwardt"
2002	179337	"Williams, Susan Alix"	"Susan A. Williams"	"Susan "	"Williams"
1915	133171	"Wilson, Alex A."	"Alex A. Wilson"	"Alex "	"Wilson"
1244	107229	"Wilson, Karen E."	"Karen Wilson"	"Karen "	"Wilson"
1244	128620	"Wilson, Karen Louise"	"Karen Wilson"	"Karen "	"Wilson"
1584	126465	"Wilson, Paul Graham"	"Paul Wilson"	"Paul "	"Wilson"
1584	162214	"Wilson, Paul S."	"Paul Wilson"	"Paul "	"Wilson"
1436	129167	"Windham, Michael D."	"Michael D. Windham"	"Michael "	"Windham"
563819	129167	"Windham, Michael D."	"Michael Windham"	"Michael "	"Windham"
1749	126186	"Windler, Donald Richard"	"Donald R. Windler"	"Donald "	"Windler"
1898	100524	"Withner, Carl Leslie"	"Carl L. Withner"	"Carl "	"Withner"
1754	134276	"Wong, Pak Yau"	"Pak Y. Wong"	"Pak "	"Wong"
1101	134276	"Wong, Pak Yau"	"Pak Wong"	"Pak "	"Wong"
1870	134157	"Wood, Emily Margaret"	"Emily W. Wood"	"Emily "	"Wood"
1870	125914	"Wood, Emily Walker"	"Emily W. Wood"	"Emily "	"Wood"
1225	122867	"Woodland, Dennis W."	"Dennis W. Woodland"	"Dennis "	"Woodland"
1225	181580	"Woodland, Dennis Wayne"	"Dennis W. Woodland"	"Dennis "	"Woodland"
1089	139351	"Worthington, Richard D."	"Richard D. Worthington"	"Richard "	"Worthington"
1236	128239	"Wright, Jorge Eduardo"	"Jorge E. Wright"	"Jorge "	"Wright"
1343	138734	"Wujek, Daniel E."	"Daniel E. Wujek"	"Daniel "	"Wujek"
1343	183195	"Wujek, Daniel Everett"	"Daniel E. Wujek"	"Daniel "	"Wujek"
1778	108470	"Wynne, Michael J."	"Michael J. Wynne"	"Michael "	"Wynne"
1778	183669	"Wynne, Michael James"	"Michael J. Wynne"	"Michael "	"Wynne"
1393	128255	"Zander, Richard Henry"	"Richard H. Zander"	"Richard "	"Zander"
1171	150824	"Zanoni, Thomas A."	"Thomas A. Zanoni"	"Thomas "	"Zanoni"
562475	150824	"Zanoni, Thomas A."	"Thomas Zanoni"	"Thomas "	"Zanoni"
1324	114563	"Zomlefer, Wendy Beth"	"Wendy B. Zomlefer"	"Wendy "	"Zomlefer"
1644	139317	"del Monte Diaz de Guereñu, Juan Pablo"	"Juan Pablo del Monte"	"Juan "	"Monte"
